UPDATE_TYPE,INITIAL_POSTING_DATE,PACKAGE_NDC,GENERIC_NAME,CONTACT_INFO,AVAILABILITY,RELATED_INFO,UPDATE_DATE,THERAPEUTIC_CATEGORY,DOSAGE_FORM,PRESENTATION,COMPANY_NAME,SHORTAGE_REASON,STATUS,OPENFDA_APPLICATION_NUMBER,OPENFDA_BRAND_NAME,OPENFDA_GENERIC_NAME,OPENFDA_MANUFACTURER_NAME,OPENFDA_PRODUCT_NDC,OPENFDA_PRODUCT_TYPE,OPENFDA_ROUTE,OPENFDA_SUBSTANCE_NAME,OPENFDA_RXCUI,OPENFDA_SPL_ID,OPENFDA_SPL_SET_ID,OPENFDA_PACKAGE_NDC,OPENFDA_UNII,OPENFDA_NUI,OPENFDA_PHARM_CLASS_EPC,OPENFDA_PHARM_CLASS_PE,DISCONTINUED_DATE,RELATED_INFO_LINK,OPENFDA_PHARM_CLASS_CS,CHANGE_DATE,OPENFDA_PHARM_CLASS_MOA,RESOLVED_NOTE
Reverified,03/23/2018,63323-287-21,Ropivacaine Hydrochloride Injection,888-386-1300,Unavailable,Backordered. Next release November 2025. Check wholesalers for inventory.,11/05/2025,['Anesthesia'],Injection,"Naropin, Injection, 7.5 mg/1 mL (NDC 63323-287-21)","Fresenius Kabi USA, LLC",Demand increase for the drug,Current,['NDA020533'],['NAROPIN'],['ROPIVACAINE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-287', '63323-286', '63323-288', '63323-285']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'PERINEURAL']",['ROPIVACAINE HYDROCHLORIDE'],"['905189', '905191', '1734084', '1734086', '1734090', '1734091', '1734203', '1734204', '1734207', '1734208', '1734347', '1734348', '1734355', '1734356', '1734475', '1734476', '1734479', '1734480', '1734481', '1734482', '1734483', '1734484']",['cdcd6c58-85cf-4d7e-9d97-b7c282a4f6b9'],['23d2d448-a744-4877-9f2d-7e57c198da89'],"['63323-286-01', '63323-286-20', '63323-286-05', '63323-286-23', '63323-286-09', '63323-286-31', '63323-286-11', '63323-286-35', '63323-286-03', '63323-286-00', '63323-286-33', '63323-286-63', '63323-286-30', '63323-287-01', '63323-287-20', '63323-287-03', '63323-287-21', '63323-288-01', '63323-288-10', '63323-288-06', '63323-288-20', '63323-288-03', '63323-288-11', '63323-288-07', '63323-288-21', '63323-285-01', '63323-285-10', '63323-285-06', '63323-285-20', '63323-285-03', '63323-285-13', '63323-285-07', '63323-285-23', '63323-285-57', '63323-285-64', '63323-285-51', '63323-285-65', '63323-285-02', '63323-285-61', '63323-285-04', '63323-285-63']",['V910P86109'],,,,,,,,,
Reverified,07/26/2023,62175-312-37,"Methylphenidate Hydrochloride Tablet, Extended Release",844-834-0530,Unavailable,Unavailable,11/03/2025,['Psychiatry'],Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 62175-312-37)","Lannett Company, Inc.",Shortage of an active ingredient,Current,['ANDA091695'],['METHYLPHENIDATE HYDROCHLORIDE'],['METHYLPHENIDATE HYDROCHLORIDE'],"['Lannett Company, Inc.']","['62175-312', '62175-310', '62175-311', '62175-313']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['METHYLPHENIDATE HYDROCHLORIDE'],"['2001564', '2001565', '2001566', '2001568']",['fd0e4ddf-c516-4464-aeca-eb1d3bd24667'],['3d1f5aff-5d39-496c-b5ed-7f3c70ec641c'],"['62175-310-37', '62175-311-37', '62175-312-37', '62175-313-37']",['4B3SC438HI'],,,,,,,,,
Reverified,10/31/2017,0409-2634-05,Hydromorphone Hydrochloride Injection,844-646-4398,Available,,10/23/2025,['Analgesia/Addiction'],Injection,"Hydromorphone Hydrochloride, Injection, 50 mg/5 mL (10 mg/mL) (NDC 0409-2634-05)","Hospira, Inc., a Pfizer Company",,Current,['ANDA078591'],['HYDROMORPHONE HYDROCHLORIDE'],['HYDROMORPHONE HYDROCHLORIDE'],"['Hospira, Inc.']",['0409-2634'],['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['HYDROMORPHONE HYDROCHLORIDE'],"['1724338', '1724340', '1724341']",['f0c8c83c-fb41-4571-a72e-6542311351dd'],['3832ede8-d3fc-455d-ecab-3b77be5869f5'],"['0409-2634-10', '0409-2634-01', '0409-2634-25', '0409-2634-05', '0409-2634-50']",['L960UP2KRW'],,,,,,,01/02/2025,,
New,06/10/2025,0093-0109-10,Carbamazepine Tablet,800-545-8800,,Discontinuation of the manufacture of the drug,06/10/2025,['Neurology'],Tablet,"Epitol, Tablet, 200 mg (NDC 0093-0109-10)","Teva Pharmaceuticals USA, Inc.",,To Be Discontinued,['ANDA070541'],['CARBAMAZEPINE'],['CARBAMAZEPINE'],"['Teva Pharmaceuticals USA, Inc.']","['0093-0109', '0093-0778']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CARBAMAZEPINE'],"['308973', '308979']",['042aa2c6-95ff-410a-abcf-a8ee79fa96d8'],['bfd63965-56e6-4af7-b7ef-45a5105d4d35'],"['0093-0109-01', '0093-0109-10', '0093-0778-01']",['33CM23913M'],"['N0000008486', 'N0000175751', 'N0000185506', 'N0000191266', 'N0000187064', 'N0000185507', 'N0000185607']",['Mood Stabilizer [EPC]'],['Decreased Central Nervous System Disorganized Electrical Activity [PE]'],06/10/2025,,,,"['Cytochrome P450 3A4 Inducers [MoA]', 'Cytochrome P450 1A2 Inducers [MoA]', 'Cytochrome P450 2B6 Inducers [MoA]', 'Cytochrome P450 2C9 Inducers [MoA]', 'Cytochrome P450 2C19 Inducers [MoA]']",
Revised,07/24/2017,51754-5011-4,Sodium Bicarbonate Injection,828-758-5474 ext. 154,Unavailable,Next batch release expected in 1 week.,11/03/2025,"['Endocrinology/Metabolism', 'Gastroenterology', 'Pediatric']",Injection,"Sodium Bicarbonate, Injection, 84 mg/1 mL (NDC 51754-5011-4)","Exela Pharma Sciences, LLC",Demand increase for the drug,Current,['ANDA211091'],['SODIUM BICARBONATE'],['SODIUM BICARBONATE'],"['Exela Pharma Sciences, LLC']","['51754-5011', '51754-5001', '51754-5002', '51754-5012']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['SODIUM BICARBONATE'],"['807284', '1868486', '1923484', '2198792']",['4da0ba66-756d-4b4d-8018-81ca16578ef1'],['e9698a4f-1a95-4f28-a945-e8009d1d6dd4'],"['51754-5001-5', '51754-5001-4', '51754-5011-4', '51754-5002-5', '51754-5012-4']",['8MDF5V39QO'],,,,,,,,,
New,06/03/2025,65862-064-39,Metoprolol Tartrate Tablet,866-850-2876,,Permanent discontinuation in the manufacturing of the drug,06/03/2025,['Cardiovascular'],Tablet,"Metoprolol Tartrate, Tablet, 100 mg (NDC 65862-064-39)",Aurobindo Pharma USA,,To Be Discontinued,['ANDA077739'],['METOPROLOL TARTRATE'],['METOPROLOL TARTRATE'],['Aurobindo Pharma Limited'],"['65862-064', '65862-062', '65862-063']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['METOPROLOL TARTRATE'],"['866511', '866514', '866924']",['d265c99d-8e77-4a78-b542-15e957d9d335'],['2b705cb6-cb75-4c2a-907a-4bd45d18bc2c'],"['65862-062-01', '65862-062-99', '65862-063-60', '65862-063-01', '65862-063-99', '65862-064-60', '65862-064-01', '65862-064-99']",['W5S57Y3A5L'],,,,06/03/2025,,,,,
Revised,04/02/2020,0641-6057-25,Midazolam Hydrochloride Injection,800-631-2174,Available,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,10/24/2025,"['Anesthesia', 'Neurology']",Injection,"Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6057-25)","Hikma Pharmaceuticals USA, Inc.",,Current,['ANDA075243'],['MIDAZOLAM'],['MIDAZOLAM'],['Hikma Pharmaceuticals USA Inc.'],"['0641-6057', '0641-6059', '0641-6056', '0641-6061', '0641-6063', '0641-6060']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['MIDAZOLAM HYDROCHLORIDE'],"['311700', '311702']",['559c03fb-24ea-4b7b-8afd-e33cb3a2340a'],['575d8bf0-7af7-427c-a231-966e2a5e070d'],"['0641-6057-01', '0641-6057-10', '0641-6057-25', '0641-6059-01', '0641-6059-10', '0641-6056-01', '0641-6056-10', '0641-6061-01', '0641-6061-10', '0641-6061-25', '0641-6063-01', '0641-6063-10', '0641-6063-25', '0641-6060-01', '0641-6060-10']",['W7TTW573JJ'],,,,,,,,,
Reverified,06/06/2018,0338-0072-25,Ketorolac Tromethamine Injection,888-229-0001,Available,,10/22/2025,['Analgesia/Addiction'],Injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0338-0072-25)",Baxter Healthcare,,Current,['ANDA209900'],['KETOROLAC TROMETHAMINE'],['KETOROLAC TROMETHAMINE'],['Baxter Healthcare Corporation'],"['0338-0072', '0338-0069', '0338-0076']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['KETOROLAC TROMETHAMINE'],"['860092', '1665459', '1665461']",['2da4dd8a-1b18-481d-b733-9c031d9ea7e3'],['4b58836d-9d58-4539-9691-9e11c505ef2a'],"['0338-0069-10', '0338-0072-25', '0338-0076-10']",['4EVE5946BQ'],,,,,,,,,
Reverified,03/10/2023,43547-407-50,Clonazepam Tablet,"For orders, Solco Healthcare 866-931-9829",Available,Marketed by Solco Healthcare,08/19/2025,"['Neurology', 'Pediatric', 'Psychiatry']",Tablet,"Clonazepam, Tablet, 1 mg (NDC 43547-407-50)","Prinston Pharmaceutical, Inc.",,Current,['ANDA077856'],['CLONAZEPAM'],['CLONAZEPAM'],['Solco Healthcare LLC'],"['43547-407', '43547-406', '43547-408']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CLONAZEPAM'],"['197527', '197528', '197529']",['dc17b9d4-2890-4f6c-8476-daa39d0cbc9c'],['4acbb7a9-4db5-4497-b8db-9f358b3f6fb4'],"['43547-406-10', '43547-406-50', '43547-406-11', '43547-407-10', '43547-407-50', '43547-407-11', '43547-408-10', '43547-408-50']",['5PE9FDE8GB'],"['N0000175694', 'M0002356']",['Benzodiazepine [EPC]'],,,,['Benzodiazepines [CS]'],,,
Reverified,03/23/2018,63323-285-13,Ropivacaine Hydrochloride Injection,888-386-1300,Available,,11/05/2025,['Anesthesia'],Injection,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-13)","Fresenius Kabi USA, LLC",,Current,['NDA020533'],['NAROPIN'],['ROPIVACAINE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-285', '63323-286', '63323-287', '63323-288']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION']",['ROPIVACAINE HYDROCHLORIDE'],"['1734203', '1734204', '1734207', '1734208', '1734347', '1734348', '1734355', '1734356', '1734475', '1734476', '1734479', '1734480', '1734481', '1734482', '1734483', '1734484', '905189', '905191', '1734084', '1734086', '1734090', '1734091']","['324532ac-4e54-4659-a1a2-9ade22a1ed3f', 'cdcd6c58-85cf-4d7e-9d97-b7c282a4f6b9', '73218c89-8925-468c-84bf-9960b4b3dc3c']","['dff4a1e4-4b2a-4a64-b6d8-ea470dee88f7', '23d2d448-a744-4877-9f2d-7e57c198da89', 'c6613708-c1f7-4f5c-91a3-ebbc1d7905c6']","['63323-286-41', '63323-286-27', '63323-286-43', '63323-286-38', '63323-285-41', '63323-285-28', '63323-285-53', '63323-285-68', '63323-285-59', '63323-285-73', '63323-286-01', '63323-286-20', '63323-286-05', '63323-286-23', '63323-286-09', '63323-286-31', '63323-286-11', '63323-286-35', '63323-286-03', '63323-286-00', '63323-286-33', '63323-286-63', '63323-286-30', '63323-287-01', '63323-287-20', '63323-287-03', '63323-287-21', '63323-288-01', '63323-288-10', '63323-288-06', '63323-288-20', '63323-288-03', '63323-288-11', '63323-288-07', '63323-288-21', '63323-285-01', '63323-285-10', '63323-285-06', '63323-285-20', '63323-285-03', '63323-285-13', '63323-285-07', '63323-285-23', '63323-285-57', '63323-285-64', '63323-285-51', '63323-285-65', '63323-285-02', '63323-285-61', '63323-285-04', '63323-285-63', '63323-285-55', '63323-285-67', '63323-288-23', '63323-288-29', '63323-286-93', '63323-286-95']",['V910P86109'],,,,,,,,,
Reverified,07/26/2023,13811-711-30,"Methylphenidate Hydrochloride Tablet, Extended Release",800-541-4802,Limited Availability,Allocation to current contracted customers,11/06/2025,['Psychiatry'],Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 45 mg (NDC 13811-711-30)","Trigen Laboratories, LLC",Demand increase for the drug,Current,['NDA216117'],['METHYLPHENIDATE HYDROCHLORIDE'],['METHYLPHENIDATE HYDROCHLORIDE'],"['Trigen Laboratories, LLC']","['13811-711', '13811-700']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['METHYLPHENIDATE HYDROCHLORIDE'],"['2605796', '2605798']",['ba649db4-df0d-4587-8370-3f866e66e54b'],['dd8d7b6e-c23d-4e16-bb53-959e9127ebc6'],"['13811-711-30', '13811-700-30']",['4B3SC438HI'],,,,,,,,,
Revised,11/01/2017,0703-0110-03,Hydromorphone Hydrochloride Injection,800-545-8800,Available,,11/06/2025,['Analgesia/Addiction'],Injection,"Hydromorphone Hydrochloride, Injection, 10 mg/1 mL (NDC 0703-0110-03)","Teva Pharmaceuticals USA, Inc.",,Current,['ANDA078591'],['HYDROMORPHONE HYDROCHLORIDE'],['HYDROMORPHONE HYDROCHLORIDE'],"['Teva Parenteral Medicines, Inc.']","['0703-0110', '0703-0113', '0703-0018']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['HYDROMORPHONE HYDROCHLORIDE'],"['1724338', '1724340', '1724341']",['c32108cc-7b73-4921-9f9e-54b3d60c1c6e'],['f0b78db9-a38c-41bb-8233-5e93f7f18c5c'],"['0703-0110-01', '0703-0110-03', '0703-0113-01', '0703-0113-03', '0703-0018-01']",['L960UP2KRW'],,,,,,,,,
New,12/05/2024,0074-7269-50,Cyclosporine Oral Solution,800-633-9110,,"Abbvie has made a business decision to permanently discontinue GENGRAF Oral Solution (cyclosporine oral solution, USP) 100 mg/mL .",12/05/2024,['Transplant'],Oral Solution,"Gengraf, Oral Solution, 100 mg/ml (NDC 0074-7269-50)",AbbVie Inc.,,To Be Discontinued,['ANDA065025'],['GENGRAF'],['CYCLOSPORINE'],['AbbVie Inc.'],['0074-7269'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CYCLOSPORINE'],"['835886', '835892']",['e7317e31-31d8-4af8-b92d-cd58d8a44a1f'],['29891f95-9079-4880-7abc-194e49767dd5'],['0074-7269-50'],['83HN0GTJ6D'],"['N0000175457', 'N0000175458', 'N0000182141', 'N0000185503']",['Calcineurin Inhibitor Immunosuppressant [EPC]'],,12/05/2024,,,,"['Calcineurin Inhibitors [MoA]', 'Cytochrome P450 3A4 Inhibitors [MoA]', 'P-Glycoprotein Inhibitors [MoA]']",
Revised,12/08/2021,63323-924-30,Sodium Chloride 0.9% Injection,888-386-1300,,,08/08/2025,"['Gastroenterology', 'Other', 'Pediatric']",Injection,"Bacteriostatic Sodium Chloride 0.9% In Plastic Container, Injection, 9 mg/1 mL (NDC 63323-924-30)","Fresenius Kabi USA, LLC",,Resolved,['ANDA088911'],['BACTERIOSTATIC SODIUM CHLORIDE'],['SODIUM CHLORIDE'],"['Fresenius Kabi USA, LLC']",['63323-924'],['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['SODIUM CHLORIDE'],['313002'],['d83b23bf-9f14-4e45-a569-b227cbb08e88'],['e5e325d1-0d58-40c9-9645-3ae402ff9d92'],"['63323-924-01', '63323-924-10', '63323-924-03', '63323-924-30']",['451W47IQ8X'],,,,,,,08/08/2025,,Available
Revised,05/30/2025,0409-1178-30,Meperidine Hydrochloride Injection,844-646-4398,Unavailable,Next Delivery: October 2025; Estimated Recovery: December 2025,10/23/2025,['Analgesia/Addiction'],Injection,"Demerol, Injection, 50 mg/1 mL (NDC 0409-1178-30)","Hospira, Inc., a Pfizer Company",Other,Current,['NDA021171'],['DEMEROL'],['MEPERIDINE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-1178', '0409-1181', '0409-1176', '0409-1179', '0409-1180', '0409-1362', '0409-1418']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['MEPERIDINE HYDROCHLORIDE'],"['860792', '861463', '861473', '861493', '861494', '861522', '861529', '861617', '1242106', '1242503', '2539186', '2539188', '2539191', '2539192']",['1271f15f-ccda-4892-8fb0-9bb2d38ded4a'],['b31d1308-28c3-43f4-e0a6-2f3ed76b8975'],"['0409-1181-30', '0409-1176-03', '0409-1176-30', '0409-1178-03', '0409-1178-30', '0409-1179-03', '0409-1179-30', '0409-1180-59', '0409-1180-69', '0409-1362-11', '0409-1362-01', '0409-1418-11', '0409-1418-01']",['N8E7F7Q170'],,,,,,,,,
Reverified,10/12/2022,0527-1505-37,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",844-834-0530,Available,,11/03/2025,['Psychiatry'],Tablet,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0527-1505-37)","Lannett Company, Inc.",,Current,,,,,,,,,,,,,,,,,,,,,,
Reverified,03/10/2023,59651-722-99,Clonazepam Tablet,866-850-2876,Available,,10/15/2025,"['Neurology', 'Pediatric', 'Psychiatry']",Tablet,"Clonazepam, Tablet, .5 mg (NDC 59651-722-99)",Aurobindo Pharma USA,,Current,['ANDA075150'],['CLONAZEPAM'],['CLONAZEPAM'],['Aurobindo Pharma Limited'],"['59651-722', '59651-723', '59651-724']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CLONAZEPAM'],"['197527', '197528', '197529']",['b1582eb7-af35-45d5-a52e-0e380d08527d'],['b1582eb7-af35-45d5-a52e-0e380d08527d'],"['59651-722-01', '59651-722-99', '59651-723-01', '59651-723-99', '59651-724-01', '59651-724-05']",['5PE9FDE8GB'],"['N0000175694', 'M0002356']",['Benzodiazepine [EPC]'],,,,['Benzodiazepines [CS]'],,,
Reverified,01/19/2023,62135-668-90,Quinapril/Hydrochlorothiazide Tablet,845-268-5000 x 510 or Chartwell Customer service at cs@chartwellpharma.com,Available,,08/19/2025,['Cardiovascular'],Tablet,"Quinapril/Hydrochlorothiazide, Tablet, 12.5 mg; 20 mg (NDC 62135-668-90)",Chartwell Molecular Holdings LLC,,Current,['ANDA076374'],['QUINAPRIL AND HYDROCHLOROTHIAZIDE'],['QUINAPRIL AND HYDROCHLOROTHIAZIDE'],"['Chartwell RX, LLC']","['62135-668', '62135-667', '62135-669']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['HYDROCHLOROTHIAZIDE', 'QUINAPRIL HYDROCHLORIDE']","['310796', '310797', '310809']",['0c3f4504-d57e-aa79-e063-6294a90ad5b8'],['2eae533f-d0af-47e8-a1f2-94bc8cc89b5a'],"['62135-667-90', '62135-668-90', '62135-669-90']","['0J48LPH2TH', '33067B3N2M']","['N0000175359', 'N0000175419', 'M0471776']",['Thiazide Diuretic [EPC]'],['Increased Diuresis [PE]'],,,['Thiazides [CS]'],,,
New,11/21/2024,0591-3870-60,Memantine Hydrochloride Tablet,800-545-8800,,,11/21/2024,['Neurology'],Tablet,"Namenda, Tablet, 5 mg (NDC 0591-3870-60)","Actavis Pharma, Inc.",,To Be Discontinued,['NDA021487'],['MEMANTINE HYDROCHLORIDE'],['MEMANTINE HYDROCHLORIDE'],"['Actavis Pharma, Inc.']","['0591-3870', '0591-3875', '0591-3900']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['MEMANTINE HYDROCHLORIDE'],"['996561', '996571', '996572']",['985e1190-b8a0-4775-9a20-ad1924b14fb2'],['72973b46-f307-4a9e-8fb1-ad2cbccfd736'],"['0591-3870-60', '0591-3870-45', '0591-3870-44', '0591-3875-60', '0591-3875-45', '0591-3875-44', '0591-3900-87']",['JY0WD0UA60'],,,,11/21/2024,,,,,
New,07/16/2025,0008-4117-01,Ethionamide Tablet,844-646-4398,,"Discontinuation of the manufacture of the drug.
Supply expected to exhaust September 2025",07/16/2025,['Anti-Infective'],Tablet,"Trecator, Tablet, 250 mg (NDC 0008-4117-01)",Pfizer Inc.,,To Be Discontinued,['NDA013026'],['TRECATOR'],['ETHIONAMIDE'],"['Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.']",['0008-4117'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['ETHIONAMIDE'],"['197681', '835721']",['24a0b78d-6cf2-4539-a3de-b3b077383da0'],['04a413fe-95f4-47a7-42ac-283a9e78297d'],['0008-4117-01'],['OAY8ORS3CQ'],['N0000175483'],['Antimycobacterial [EPC]'],,07/16/2025,,,,,
New,01/06/2025,0703-2056-03,Cisatracurium Besylate Injection,800-545-8800,,,01/06/2025,['Anesthesia'],Injection,"Injection, 20 mg/10 mL (NDC 0703-2056-03)","Teva Pharmaceuticals USA, Inc.",,To Be Discontinued,,,,,,,,,,,,,,,,,01/06/2025,,,,,
New,01/22/2025,71093-130-01,Sertraline Hydrochloride Tablet,877-244-9825,,Discontinuation is a commercial decision based on the current business and not for reasons of safety or effectiveness.,01/22/2025,['Psychiatry'],Tablet,"Sertraline Hydrochloride, Tablet, 50 mg (NDC 71093-130-01)",Strides Pharma Inc.,,To Be Discontinued,['ANDA076881'],['SERTRALINE HYDROCHLORIDE'],['SERTRALINE HYDROCHLORIDE'],"['ACI Healthcare USA, Inc.']","['71093-130', '71093-129', '71093-131']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['SERTRALINE HYDROCHLORIDE'],"['312938', '312940', '312941']",['3f41fc19-b54a-46fd-acbf-b411816bccd5'],['1f99e897-1b70-40b0-8c19-71d0bba19422'],"['71093-129-01', '71093-129-03', '71093-129-05', '71093-130-01', '71093-130-03', '71093-130-05', '71093-131-01', '71093-131-03', '71093-131-05']",['UTI8907Y6X'],,,,01/22/2025,,,,,
Reverified,07/26/2023,0406-1445-01,"Methylphenidate Hydrochloride Tablet, Extended Release",800-325-8888,Limited Availability,Allocation to all customers.,11/05/2025,['Psychiatry'],Tablet,"Methylin Er, Tablet, Extended Release, 10 mg (NDC 0406-1445-01)",SpecGx LLC,Shortage of an active ingredient,Current,['ANDA075629'],['METHYLPHENIDATE HYDROCHLORIDE'],['METHYLPHENIDATE HYDROCHLORIDE'],['SpecGx LLC'],"['0406-1445', '0406-1473']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['METHYLPHENIDATE HYDROCHLORIDE'],"['1091145', '1091225']",['7bfd27d5-70ed-440b-949a-140aa3304d4a'],['ed004cf0-eb23-43d2-96dc-20c4ad63824f'],"['0406-1445-01', '0406-1473-01']",['4B3SC438HI'],,,,,,,,,
Reverified,11/01/2017,0409-1805-01,Hydromorphone Hydrochloride Injection,844-646-4398,Available,,10/23/2025,['Analgesia/Addiction'],Injection,"Hydromorphone Hydrochloride, Injection, 0.25 mg/ 0.5 mL NexJect™ Single-dose Syringe Luer Lock (no needle) (NDC 0409-1805-01)","Hospira, Inc., a Pfizer Company",,Current,['NDA200403'],['HYDROMORPHONE HYDROCHLORIDE'],['HYDROMORPHONE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-1805', '0409-1283', '0409-1312', '0409-1380', '0409-4264']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['HYDROMORPHONE HYDROCHLORIDE'],"['897756', '897757', '1433251', '1724383', '1724644', '1872271', '2675350']",['53b6867a-0ae3-48ff-b257-9e58cc76de9c'],['f9ca2ef5-46d8-475a-a26e-f7c8becd6db7'],"['0409-1283-17', '0409-1283-37', '0409-1312-16', '0409-1312-36', '0409-1380-11', '0409-1380-01', '0409-4264-11', '0409-4264-01', '0409-1805-10', '0409-1805-01']",['L960UP2KRW'],,,,,,,,,
Reverified,12/08/2020,0338-0644-06,Amino Acid Injection,888-229-0001,Available,,10/22/2025,['Gastroenterology'],Injection,"Travasol, Injection, 2.07 g/100 mL; 1.15 g/100 mL; 1.03 g/100 mL; 480 mg/100 mL; 600 mg/100 mL; 730 mg/100 mL; 580 mg/100 mL; 400 mg/100 mL; 560 mg/100 mL; 680 mg/100 mL; 500 mg/100 mL; 420 mg/100 mL; 180 mg/100 mL; 40 mg/100 mL; 580 mg/100 mL (NDC 0338-0644-06)",Baxter Healthcare,,Current,['NDA018931'],['TRAVASOL'],"['LEUCINE, PHENYLALANINE, LYSINE HYDROCHLORIDE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, TYROSINE, SERINE']",['Baxter Healthcare Corporation'],['0338-0644'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],"['ALANINE', 'ARGININE', 'GLYCINE', 'HISTIDINE', 'ISOLEUCINE', 'LEUCINE', 'LYSINE HYDROCHLORIDE', 'METHIONINE', 'PHENYLALANINE', 'PROLINE', 'SERINE', 'THREONINE', 'TRYPTOPHAN', 'TYROSINE', 'VALINE']","['801644', '801648']",['e0279078-016d-48fd-8de1-c894422b33ff'],['8543b5be-0f43-4891-9e56-d7c39fe839b5'],"['0338-0644-03', '0338-0644-04', '0338-0644-06']","['OF5P57N2ZX', '94ZLA3W45F', 'TE7660XO1C', '4QD397987E', '04Y7590D77', 'GMW67QNF9C', 'JNJ23Q2COM', 'AE28F7PNPL', '47E5O17Y3R', '9DLQ4CIU6V', '452VLY9402', '2ZD004190S', '8DUH1N11BX', '42HK56048U', 'HG18B9YRS7']","['N0000175780', 'M0000922']",['Amino Acid [EPC]'],,,,['Amino Acids [CS]'],,,
Reverified,02/17/2021,0068-0597-01,Rifampin Injection,800-633-1610,Available,,09/17/2025,['Anti-Infective'],Injection,"Rifadin, Injection, 600 mg/10 mL (NDC 0068-0597-01)",Sanofi-Aventis U.S. LLC,,Current,['NDA050627'],['RIFADIN IV'],['RIFAMPIN'],['Sanofi-Aventis U.S. LLC'],['0068-0597'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['RIFAMPIN'],"['207436', '312821']",['d5ee3f24-779e-4fd0-ba26-e870acbd1111'],['036ab68e-5085-4edc-bd83-784b43d64eab'],['0068-0597-01'],['VJT6J7R4TR'],"['N0000175500', 'M0019113']",['Rifamycin Antibacterial [EPC]'],,,,['Rifamycins [CS]'],,,
